Unnamed: 0,reviews
10526,"
It is best phone with out hesitation we can buy
"
10527,"
Very good phone
"
10528,"
I liked it's battery capacity, design, smoothness and more
"
10529,"
Good finger print reader battery life also good. Camera quality average
"
10530,"
I am very disappointed to this camera quality is average not upto mark
"
10531,"
Velue for money.
"
10532,"
Front camera not Good
"
10533,"
Battery life is great... charging is really fast, Main cam. is excellent,front cam is ok...Overall nice Product with this price range
"
10534,"
This phone have major screen Flickering issues, if you are using specs for your eyes or not it's better to avoid buying this or any other amoled display phone as it harms our eyes. Apart from this everything is great in this phone. For me the display was a major concern so I mentioned but if you can neglect this issue or you are okay with this that you can buy without any second thought.
"
10535,"
One of the best phone in this price segment look is awesome
"
10536,"
Everything good but sometimes freezing problem in calling app
"
10537,"
Camera is good ... Battery so far good . Runs more than a day ... Overall good phone but display color is very bad.. display clarity is there ..red not coming.. red.. visible difference is there.
"
10538,"
As i expected
"
10539,"
There is a problem of heating while charging. Camera is good screen is osm.
"
10540,"
Good quality and performance. Value for money. Speaker sounds could have been better.
"
10541,"
Pros:Excellent PerformanceGood Battery LifeSmooth UiCons:Display is so called Amoled Display ( the colors are pretty meh and Display is oversharpened 🤮)Cameras are typically crap ( oversharpened front and rear cameras, uwa is a total waste, and 2 and 2 MP 🙃🙃🙃)Bugs in Ui: MemeUi being MemeUi
"
10542,"
All conditions good but external storage/memory card problem.. Don't show memory card's image videos apks..
"
10543,"
Everything Is Very Good..
"
10544,"
Battery backup is 2days presently. Not happy with Camera, image quality. New always works good but for how long. Let's see for next few months. ..PC Gham
"
10545,"
Value for money product,go for it
"
10546,"
Camera quality is wrost redmi doing scam with us and also Sharpness problem in YouTube
"
10547,"
Overall all good
"
10548,"
I am giving this review after using 6 month. Mobile design, display, battery everything good but redmi need to focus some software issue, 0 security with this phone
"
10549,"
कुल मिलाकर अच्छा फोन है
"
10550,"
Overall this phone is good but camera disappoint u a lot
"
10551,"
Good but screen refresh 60hz the change setting was not available anywhere in setting.i having a big trouble in refresh HZ.
"
10552,"
Good phone but according to price segment it's costly. Camera quality very poor at indor. Sky portions also show white when you click trees . Less focus. Outside picture quality is good but background portions shows colourless cloud show like as whiteboard. No difference between cloud and sky. Both are shown white.battery backup is normal . Performance are also normal. One and only best that phone is thin and easy handling.
"
10553,"
Display: Good Amoled display. Clarity is good. But when I play YouTube video on 360p or 480p, video contrast get busted. Very bad experience at that time. Hd, full hd , 2k video plays very smooth and good colour , contrast.Camera: Nice camera according to price range. No issueBattery: Excellent battery backup. My use is very normal like 12 hr hotspot active, YouTube, normal calls and I got 2 days battery backup. Almost 10hrs screen on time.Speaker: Good sound quality but bass is low. Acceptable according to price.Network: Good network strength and no issue with network. 4g plus supported.Ads: No ads when u disable all recommended settings for ads.Haptic feedback: Typing is good but back pannel vibrate a lot because of plastic back.Overall good package phone if you are watching movie and video a lot. Battery backup excellent. Camera is good. Speaker also done their job. Display size is good enough. Not recommended for heavy gaming.
"
10554,"




                    The media could not be loaded.
                



 Amount waste.....
"
10555,"
Product is just ok, battery life is not good
"
10556,"




                    The media could not be loaded.
                



 Nice phone but need some improvement in camera👈
"
10557,"
MI perfectly made this product. Battery life is good. Advance technology used i.e- Fast charging. Fingerprint and Iris scanner. Rear camera is too good compare to Front.I am not satisfied with front camera only. Because of front camera click is not good otherwise no complaint regarding mobile. Please buy it .
"
10558,"
Camera is not up to the mark .
"
10559,"
It is completely true as I want
"
10560,"
Achha hai magar BGMI main high graphics par lag karta hai
"
10561,"




                    The media could not be loaded.
                


"
10562,"
फोन बहुत अच्छा है परंतु चार्जिंग यीशु आ रहा है फोन कभी-कभी चार्ज नहीं होता रहता है स्विच ऑफ होने के बाद चार्ज होता है मोबाइल लिए हुए मुझे करीब एक महीना हुआ होगा  चार्जिंग का यीशु दो तीन बार आ चुका है
"
10563,"
In this amount its good product.
"
10564,"
Excellent Quality
"
10565,"
Battery life not a longer only one-day backup, the camera is average, Phone is hanging problem, this phone as compared to redmi note 9 is not a good similar this product, this phone 6GB Ram and note 9 3GB Ram as an equal, I suggest don't buy this phone
"
10566,"
Nice
"
10567,"
Camera quality is v good and fingert print senser is quite excellent ,all this featured a fantastic including battery life ❤️
"
10568,"
1. Flash light is not open on video call when switch to back camera 2. Pocket mode is not available 3. Notification and charging signal light not available, it will be design around front camera 4. On lock screen flash light and remot not available 5. Keypad not work on video call 6.Online streaming full screen video mode can't be closed immediate because main 3 navigation button are hide. 7. System notifications volume not control because it fix. 8. Finger touch feel Irritateting, it's sens unknown touch and lock for pattern or PIN. 9. No charging animation work while charging when I check after 2nd time 10. System video call not customized for video camera position. 11. Notpad apps copy past not proper when I writeen headline and complete copy not be done 12 Cast screen not proper, video quality poor on smart TV, it's better redmi note 4
"
10569,"
I am satisfied with the performance of this mobile. finger print reader, camara quality nd bettery life are exceptionally satisfied.
"
